Store,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Month,Day
11,1264272.52,0,79.69,2.759,214.2037634,7.343,5,28
11,1396322.19,0,79.66,2.705,214.4958382,7.343,6,4
11,1339570.85,0,82.81,2.668,214.787913,7.343,6,11
11,1336522.92,0,84.13,2.637,214.7858259,7.343,6,18
11,1262025.08,0,84.5,2.653,214.6660741,7.343,6,25
11,1302600.14,0,83.09,2.669,214.5463222,7.346,7,2
11,1280156.47,0,83.01,2.642,214.4265704,7.346,7,9
11,1290609.54,0,84.9,2.623,214.4176476,7.346,7,16
11,1244390.03,0,84.57,2.608,214.5564968,7.346,7,23
11,1250178.89,0,83.26,2.64,214.695346,7.346,7,30
11,1369634.92,0,86.54,2.627,214.8341952,7.346,8,6
11,1384339.1,0,87.73,2.692,214.9730444,7.346,8,13
11,1430192.37,0,88.93,2.664,214.9314191,7.346,8,20
11,1311263.07,0,87.7,2.619,214.8897938,7.346,8,27
11,1303914.27,0,84.94,2.577,214.8481685,7.346,9,3
11,1231428.46,1,81.93,2.565,214.8065431,7.346,9,10
11,1215676.31,0,83.04,2.582,214.8322484,7.346,9,17
11,1170103.25,0,77.36,2.624,214.9084516,7.346,9,24
11,1182490.46,0,75.11,2.603,214.9846548,7.564,10,1
11,1293472.8,0,68.71,2.633,215.060858,7.564,10,8
11,1175003.67,0,71.46,2.72,215.1293114,7.564,10,15
11,1169831.38,0,72.6,2.725,215.17839,7.564,10,22
11,1195036.0,0,74.21,2.716,215.2274686,7.564,10,29
11,1332759.13,0,64.41,2.689,215.2765472,7.564,11,5
11,1281675.6,0,63.74,2.728,215.3256258,7.564,11,12
11,1292346.57,0,58.63,2.771,215.2074519,7.564,11,19
11,1757242.51,1,69.9,2.735,215.0614025,7.564,11,26
11,1380522.64,0,55.9,2.708,214.9153531,7.564,12,3
11,1564516.43,0,53.33,2.843,214.7693037,7.564,12,10
11,1843971.15,0,54.63,2.869,214.704919,7.564,12,17
11,2306265.36,0,59.33,2.886,214.7017828,7.564,12,24
11,1172003.1,1,55.03,2.943,214.6986466,7.564,12,31
11,1178905.44,0,54.43,2.976,214.6955104,7.551,1,7
11,1194449.78,0,45.34,2.983,214.7470729,7.551,1,14
11,1187776.19,0,51.51,3.016,215.1268275,7.551,1,21
11,1100418.69,0,51.04,3.01,215.5065821,7.551,1,28
11,1422546.05,0,47.17,2.989,215.8863367,7.551,2,4
11,1419236.9,1,44.61,3.022,216.2660913,7.551,2,11
11,1554747.15,0,61.5,3.045,216.5843571,7.551,2,18
11,1323999.36,0,68.74,3.065,216.8780275,7.551,2,25
11,1399456.99,0,66.5,3.288,217.1716979,7.551,3,4
11,1314557.31,0,63.29,3.459,217.4653683,7.551,3,11
11,1391813.69,0,70.17,3.488,217.7235226,7.551,3,18
11,1229777.24,0,73.74,3.473,217.9674705,7.551,3,25
11,1258674.12,0,69.1,3.524,218.2114184,7.574,4,1
11,1327401.06,0,73.57,3.622,218.4553663,7.574,4,8
11,1312905.8,0,76.64,3.743,218.6788642,7.574,4,15
11,1388118.53,0,78.31,3.807,218.851237,7.574,4,22
11,1357589.89,0,79.97,3.81,219.0236099,7.574,4,29
11,1331453.41,0,71.39,3.906,219.1959827,7.574,5,6
11,1277959.42,0,80.93,3.899,219.3683556,7.574,5,13
11,1239466.97,0,76.97,3.907,219.127216,7.574,5,20
11,1216876.52,0,85.61,3.786,218.8860765,7.574,5,27
11,1343637.0,0,86.14,3.699,218.6449369,7.574,6,3
11,1314626.75,0,85.79,3.648,218.4037974,7.574,6,10
11,1337506.74,0,87.9,3.637,218.3551748,7.574,6,17
11,1254587.84,0,86.13,3.594,218.45094,7.574,6,24
11,1297472.06,0,86.43,3.524,218.5467052,7.567,7,1
11,1334627.96,0,87.17,3.48,218.6424704,7.567,7,8
11,1266546.73,0,88.3,3.575,218.7275216,7.567,7,15
11,1290576.44,0,87.8,3.651,218.7857881,7.567,7,22
11,1212938.67,0,89.46,3.682,218.8440545,7.567,7,29
11,1403198.94,0,90.04,3.684,218.9023209,7.567,8,5
11,1354188.43,0,90.3,3.638,218.9605873,7.567,8,12
11,1484169.74,0,89.51,3.554,219.023271,7.567,8,19
11,1304706.75,0,89.09,3.523,219.0866908,7.567,8,26
11,1297792.41,0,91.44,3.533,219.1501106,7.567,9,2
11,1249439.95,1,84.91,3.546,219.2135305,7.567,9,9
11,1270816.01,0,85.11,3.526,219.3972867,7.567,9,16
11,1235775.15,0,82.14,3.467,219.7414914,7.567,9,23
11,1190515.83,0,84.4,3.355,220.085696,7.567,9,30
11,1346271.06,0,76.97,3.285,220.4299007,7.197,10,7
11,1286388.96,0,75.56,3.274,220.7486167,7.197,10,14
11,1325107.53,0,70.91,3.353,220.9144005,7.197,10,21
11,1310684.1,0,72.66,3.372,221.0801842,7.197,10,28
12,1100046.37,0,49.47,2.962,126.4420645,13.975,2,5
12,1117863.33,1,47.87,2.946,126.4962581,13.975,2,12
12,1095421.65,0,54.83,2.915,126.5262857,13.975,2,19
12,1048617.17,0,50.23,2.825,126.5522857,13.975,2,26
12,1077018.27,0,53.77,2.987,126.5782857,13.975,3,5
12,985594.23,0,50.11,2.925,126.6042857,13.975,3,12
12,972088.34,0,59.57,3.054,126.6066452,13.975,3,19
12,981615.81,0,60.06,3.083,126.6050645,13.975,3,26
12,1011822.3,0,59.84,3.086,126.6034839,14.099,4,2
12,1041238.87,0,59.25,3.09,126.6019032,14.099,4,9
12,957997.52,0,64.95,3.109,126.5621,14.099,4,16
12,993833.44,0,64.55,3.05,126.4713333,14.099,4,23
12,954220.22,0,67.38,3.105,126.3805667,14.099,4,30
12,1043240.27,0,70.15,3.127,126.2898,14.099,5,7
12,966054.97,0,68.44,3.145,126.2085484,14.099,5,14
12,958374.56,0,76.2,3.12,126.1843871,14.099,5,21
12,955451.16,0,67.84,3.058,126.1602258,14.099,5,28
12,1049357.36,0,81.39,2.941,126.1360645,14.099,6,4
12,1016039.71,0,90.84,2.949,126.1119032,14.099,6,11
12,956211.2,0,81.06,3.043,126.114,14.099,6,18
12,958007.69,0,87.27,3.084,126.1266,14.099,6,25
12,951957.31,0,91.98,3.105,126.1392,14.18,7,2
12,943506.28,0,90.37,3.1,126.1518,14.18,7,9
12,916402.76,0,97.18,3.094,126.1498065,14.18,7,16
12,912403.67,0,99.22,3.112,126.1283548,14.18,7,23
12,913548.25,0,96.31,3.017,126.1069032,14.18,7,30
12,967576.95,0,92.95,3.123,126.0854516,14.18,8,6
12,928264.4,0,87.01,3.159,126.064,14.18,8,13
12,948447.34,0,92.81,3.041,126.0766452,14.18,8,20
12,1004516.46,0,93.19,3.129,126.0892903,14.18,8,27
12,1075758.55,0,83.12,3.087,126.1019355,14.18,9,3
12,903119.03,1,83.63,3.044,126.1145806,14.18,9,10
12,852882.61,0,82.45,3.028,126.1454667,14.18,9,17
12,851919.34,0,81.77,2.939,126.1900333,14.18,9,24
12,850936.26,0,85.2,3.001,126.2346,14.313,10,1
12,918335.68,0,71.82,3.013,126.2791667,14.313,10,8
12,862419.84,0,75.0,2.976,126.3266774,14.313,10,15
12,857883.46,0,68.85,3.014,126.3815484,14.313,10,22
12,955294.7,0,61.09,3.016,126.4364194,14.313,10,29
12,929690.71,0,65.49,3.129,126.4912903,14.313,11,5
12,942475.24,0,57.79,3.13,126.5461613,14.313,11,12
12,894493.7,0,58.18,3.161,126.6072,14.313,11,19
12,1601377.41,1,47.66,3.162,126.6692667,14.313,11,26
12,1069533.17,0,43.33,3.041,126.7313333,14.313,12,3
12,1121934.15,0,50.01,3.203,126.7934,14.313,12,10
12,1295605.35,0,52.77,3.236,126.8794839,14.313,12,17
12,1768249.89,0,52.02,3.236,126.9835806,14.313,12,24
12,891736.91,1,45.64,3.148,127.0876774,14.313,12,31
12,910110.24,0,37.64,3.287,127.1917742,14.021,1,7
12,812011.8,0,43.15,3.312,127.3009355,14.021,1,14
12,802105.5,0,53.53,3.223,127.4404839,14.021,1,21
12,873119.06,0,50.74,3.342,127.5800323,14.021,1,28
12,1046068.17,0,45.14,3.348,127.7195806,14.021,2,4
12,1086421.57,1,51.3,3.381,127.859129,14.021,2,11
12,1128485.1,0,53.35,3.43,127.99525,14.021,2,18
12,1046203.72,0,48.45,3.53,128.13,14.021,2,25
12,1085248.21,0,51.72,3.674,128.26475,14.021,3,4
12,997672.62,0,57.75,3.818,128.3995,14.021,3,11
12,1009502.01,0,64.21,3.692,128.5121935,14.021,3,18
12,954107.32,0,54.4,3.909,128.6160645,14.021,3,25
12,1005463.49,0,63.63,3.772,128.7199355,13.736,4,1
12,998362.05,0,64.47,4.003,128.8238065,13.736,4,8
12,990951.77,0,57.63,3.868,128.9107333,13.736,4,15
12,1016019.47,0,72.12,4.134,128.9553,13.736,4,22
12,994966.1,0,68.27,4.151,128.9998667,13.736,4,29
12,1021154.48,0,68.4,4.193,129.0444333,13.736,5,6
12,977033.5,0,70.93,4.202,129.089,13.736,5,13
12,924134.99,0,66.59,4.169,129.0756774,13.736,5,20
12,964332.51,0,76.67,4.087,129.0623548,13.736,5,27
12,970328.68,0,71.81,4.031,129.0490323,13.736,6,3
12,996937.95,0,78.72,3.981,129.0357097,13.736,6,10
12,986504.93,0,86.84,3.935,129.0432,13.736,6,17
12,997282.75,0,88.95,3.898,129.0663,13.736,6,24
12,961993.34,0,89.85,3.842,129.0894,13.503,7,1
12,943717.38,0,89.9,3.705,129.1125,13.503,7,8
12,936001.98,0,88.1,3.692,129.1338387,13.503,7,15
12,922231.92,0,91.17,3.794,129.1507742,13.503,7,22
12,890547.07,0,93.29,3.805,129.1677097,13.503,7,29
12,988712.52,0,90.61,3.803,129.1846452,13.503,8,5
12,955913.68,0,91.04,3.701,129.2015806,13.503,8,12
12,966817.24,0,91.74,3.743,129.2405806,13.503,8,19
12,1017593.47,0,94.61,3.74,129.2832581,13.503,8,26
12,1052051.45,0,93.66,3.798,129.3259355,13.503,9,2
12,922850.57,1,88.0,3.913,129.3686129,13.503,9,9
12,889290.23,0,76.36,3.918,129.4306,13.503,9,16
12,871692.74,0,82.95,3.789,129.5183333,13.503,9,23
12,866401.45,0,83.26,3.877,129.6060667,13.503,9,30
12,951244.66,0,70.44,3.827,129.6938,12.89,10,7
12,927600.01,0,67.31,3.805,129.7706452,12.89,10,14
12,938604.58,0,73.05,3.842,129.7821613,12.89,10,21
12,990926.38,0,67.41,3.727,129.7936774,12.89,10,28
13,1967220.53,0,31.53,2.666,126.4420645,8.316,2,5
13,2030933.46,1,33.16,2.671,126.4962581,8.316,2,12
13,1970274.64,0,35.7,2.654,126.5262857,8.316,2,19
13,1817850.32,0,29.98,2.667,126.5522857,8.316,2,26
13,1939980.43,0,40.65,2.681,126.5782857,8.316,3,5
13,1840686.94,0,37.62,2.733,126.6042857,8.316,3,12
13,1879794.89,0,42.49,2.782,126.6066452,8.316,3,19
13,1882095.98,0,41.48,2.819,126.6050645,8.316,3,26
13,2142482.14,0,42.15,2.842,126.6034839,8.107,4,2
13,1898321.33,0,38.97,2.877,126.6019032,8.107,4,9
13,1819660.44,0,50.39,2.915,126.5621,8.107,4,16
13,1909330.77,0,55.66,2.936,126.4713333,8.107,4,23
13,1785823.37,0,48.33,2.941,126.3805667,8.107,4,30
13,2005478.46,0,44.42,2.948,126.2898,8.107,5,7
13,1890273.44,0,50.15,2.962,126.2085484,8.107,5,14
13,1853657.6,0,57.71,2.95,126.1843871,8.107,5,21
13,1877358.86,0,53.11,2.908,126.1602258,8.107,5,28
13,2022705.22,0,59.85,2.871,126.1360645,8.107,6,4
13,2037880.96,0,65.24,2.841,126.1119032,8.107,6,11
13,2003435.31,0,58.41,2.819,126.114,8.107,6,18
13,1970340.25,0,71.83,2.82,126.1266,8.107,6,25
13,2018314.71,0,78.82,2.814,126.1392,7.951,7,2
13,1870843.9,0,71.33,2.802,126.1518,7.951,7,9
13,1932231.05,0,77.79,2.791,126.1498065,7.951,7,16
13,1907351.2,0,82.27,2.797,126.1283548,7.951,7,23
13,1817887.23,0,78.94,2.797,126.1069032,7.951,7,30
13,1969121.45,0,81.24,2.802,126.0854516,7.951,8,6
13,1877592.55,0,74.93,2.837,126.064,7.951,8,13
13,1997397.63,0,76.34,2.85,126.0766452,7.951,8,20
13,1908278.27,0,75.31,2.854,126.0892903,7.951,8,27
13,1911852.58,0,65.71,2.868,126.1019355,7.951,9,3
13,1772143.94,1,65.74,2.87,126.1145806,7.951,9,10
13,1790279.74,0,66.84,2.875,126.1454667,7.951,9,17
13,1705655.09,0,68.22,2.872,126.1900333,7.951,9,24
13,1765584.48,0,68.74,2.853,126.2346,7.795,10,1
13,1871924.07,0,63.03,2.841,126.2791667,7.795,10,8
13,1851431.06,0,54.12,2.845,126.3266774,7.795,10,15
13,1796949.59,0,56.89,2.849,126.3815484,7.795,10,22
13,1887895.07,0,45.12,2.841,126.4364194,7.795,10,29
13,1854967.66,0,49.96,2.831,126.4912903,7.795,11,5
13,1939964.63,0,42.55,2.831,126.5461613,7.795,11,12
13,1925393.91,0,42.0,2.842,126.6072,7.795,11,19
13,2766400.05,1,28.22,2.83,126.6692667,7.795,11,26
13,2083379.89,0,25.8,2.812,126.7313333,7.795,12,3
13,2461468.35,0,36.78,2.817,126.7934,7.795,12,10
13,2771646.81,0,35.21,2.842,126.8794839,7.795,12,17
13,3595903.2,0,34.9,2.846,126.9835806,7.795,12,24
13,1675292.0,1,26.79,2.868,127.0876774,7.795,12,31
13,1744544.39,0,16.94,2.891,127.1917742,7.47,1,7
13,1682316.31,0,20.6,2.903,127.3009355,7.47,1,14
13,1770177.37,0,34.8,2.934,127.4404839,7.47,1,21
13,1633663.12,0,31.64,2.96,127.5800323,7.47,1,28
13,1848186.58,0,23.35,2.974,127.7195806,7.47,2,4
13,1944438.9,1,30.83,3.034,127.859129,7.47,2,11
13,2003480.59,0,40.85,3.062,127.99525,7.47,2,18
13,1831933.95,0,33.17,3.12,128.13,7.47,2,25
13,1894960.68,0,34.23,3.23,128.26475,7.47,3,4
13,1852432.58,0,41.28,3.346,128.3995,7.47,3,11
13,1852443.78,0,44.69,3.407,128.5121935,7.47,3,18
13,1807545.43,0,42.38,3.435,128.6160645,7.47,3,25
13,1864238.64,0,42.49,3.487,128.7199355,7.193,4,1
13,1887465.04,0,42.75,3.547,128.8238065,7.193,4,8
13,1950994.04,0,41.72,3.616,128.9107333,7.193,4,15
13,2124316.34,0,47.55,3.655,128.9553,7.193,4,22
13,1895583.12,0,43.85,3.683,128.9998667,7.193,4,29
13,1986380.4,0,47.75,3.744,129.0444333,7.193,5,6
13,1958823.56,0,52.4,3.77,129.089,7.193,5,13
13,1860923.55,0,52.12,3.802,129.0756774,7.193,5,20
13,1866369.93,0,54.62,3.778,129.0623548,7.193,5,27
13,1935593.87,0,52.76,3.752,129.0490323,7.193,6,3
13,1997816.98,0,61.39,3.732,129.0357097,7.193,6,10
13,2086433.49,0,63.35,3.704,129.0432,7.193,6,17
13,2009163.08,0,66.38,3.668,129.0663,7.193,6,24
13,2048035.74,0,74.29,3.613,129.0894,6.877,7,1
13,2021699.38,0,77.3,3.563,129.1125,6.877,7,8
13,1956813.31,0,75.59,3.553,129.1338387,6.877,7,15
13,1987089.36,0,78.5,3.563,129.1507742,6.877,7,22
13,1880785.69,0,77.62,3.574,129.1677097,6.877,7,29
13,2076231.8,0,75.56,3.595,129.1846452,6.877,8,5
13,1970341.38,0,75.95,3.606,129.2015806,6.877,8,12
13,2090340.98,0,76.68,3.578,129.2405806,6.877,8,19
13,2035244.54,0,81.53,3.57,129.2832581,6.877,8,26
13,1953628.82,0,77.0,3.58,129.3259355,6.877,9,2
13,1872921.31,1,70.19,3.619,129.3686129,6.877,9,9
13,1923223.82,0,67.54,3.641,129.4306,6.877,9,16
13,1847430.96,0,63.6,3.648,129.5183333,6.877,9,23
13,1835662.69,0,68.28,3.623,129.6060667,6.877,9,30
13,2067232.56,0,60.62,3.592,129.6938,6.392,10,7
13,1929659.07,0,51.74,3.567,129.7706452,6.392,10,14
13,1973544.27,0,54.66,3.579,129.7821613,6.392,10,21
13,1948733.81,0,47.41,3.567,129.7936774,6.392,10,28
14,2623469.95,0,27.31,2.784,181.8711898,8.992,2,5
14,1704218.84,1,27.73,2.773,181.982317,8.992,2,12
14,2204556.7,0,31.27,2.745,182.0347816,8.992,2,19
14,2095591.63,0,34.89,2.754,182.0774691,8.992,2,26
14,2237544.75,0,37.13,2.777,182.1201566,8.992,3,5
14,2156035.06,0,45.8,2.818,182.1628441,8.992,3,12
14,2066219.3,0,48.79,2.844,182.0779857,8.992,3,19
14,2050396.27,0,54.36,2.854,181.9718697,8.992,3,26
14,2495630.51,0,47.74,2.85,181.8657537,8.899,4,2
14,2258781.28,0,65.45,2.869,181.7596377,8.899,4,9
14,2121788.61,0,54.28,2.899,181.6924769,8.899,4,16
14,2138144.91,0,53.47,2.902,181.6772564,8.899,4,23
14,2082355.12,0,53.15,2.921,181.6620359,8.899,4,30
14,2370116.52,0,70.75,2.966,181.6468154,8.899,5,7
14,2129771.13,0,54.26,2.982,181.6612792,8.899,5,14
14,2108187.1,0,62.62,2.958,181.8538486,8.899,5,21
14,2227152.16,0,69.27,2.899,182.0464181,8.899,5,28
14,2363601.47,0,75.93,2.847,182.2389876,8.899,6,4
14,2249570.04,0,69.71,2.809,182.4315571,8.899,6,11
14,2248645.59,0,72.62,2.78,182.4424199,8.899,6,18
14,2246179.91,0,79.32,2.808,182.3806,8.899,6,25
14,2334788.42,0,76.61,2.815,182.3187801,8.743,7,2
14,2236209.13,0,82.45,2.793,182.2569603,8.743,7,9
14,2130287.27,0,77.84,2.783,182.2604411,8.743,7,16
14,2044155.39,0,81.46,2.771,182.3509895,8.743,7,23
14,2054843.28,0,79.78,2.781,182.4415378,8.743,7,30
14,2219813.5,0,77.17,2.784,182.5320862,8.743,8,6
14,2052984.81,0,78.44,2.805,182.6226346,8.743,8,13
14,2057138.31,0,76.01,2.779,182.6165205,8.743,8,20
14,2020332.07,0,71.36,2.755,182.6104063,8.743,8,27
14,2182563.66,0,78.37,2.715,182.6042922,8.743,9,3
14,2191767.76,1,70.87,2.699,182.598178,8.743,9,10
14,1953539.85,0,66.55,2.706,182.622509,8.743,9,17
14,1879891.13,0,68.59,2.713,182.6696737,8.743,9,24
14,1855703.66,0,70.58,2.707,182.7168385,8.724,10,1
14,2091663.2,0,56.49,2.764,182.7640032,8.724,10,8
14,1932162.63,0,58.61,2.868,182.8106203,8.724,10,15
14,1936621.09,0,53.15,2.917,182.8558685,8.724,10,22
14,1984768.34,0,61.3,2.921,182.9011166,8.724,10,29
14,2078417.47,0,45.65,2.917,182.9463648,8.724,11,5
14,2092189.06,0,46.14,2.931,182.9916129,8.724,11,12
14,1968462.58,0,50.02,3.0,182.8989385,8.724,11,19
14,2921709.71,1,46.15,3.039,182.7832769,8.724,11,26
14,2258489.63,0,40.93,3.046,182.6676154,8.724,12,3
14,2600519.26,0,30.54,3.109,182.5519538,8.724,12,10
14,2762861.41,0,30.51,3.14,182.517732,8.724,12,17
14,3818686.45,0,30.59,3.141,182.54459,8.724,12,24
14,1623716.46,1,29.67,3.179,182.5714479,8.724,12,31
14,1864746.1,0,34.32,3.193,182.5983058,8.549,1,7
14,1699095.9,0,24.78,3.205,182.6585782,8.549,1,14
14,1743188.87,0,30.55,3.229,182.9193368,8.549,1,21
14,1613718.38,0,24.05,3.237,183.1800955,8.549,1,28
14,1995891.87,0,28.73,3.231,183.4408542,8.549,2,4
14,1980405.03,1,30.3,3.239,183.7016129,8.549,2,11
14,2019031.67,0,40.7,3.245,183.9371353,8.549,2,18
14,1875708.88,0,35.78,3.274,184.1625632,8.549,2,25
14,2041215.61,0,38.65,3.433,184.3879911,8.549,3,4
14,1931104.67,0,45.01,3.582,184.613419,8.549,3,11
14,1932491.42,0,46.66,3.631,184.809719,8.549,3,18
14,1879451.23,0,41.76,3.625,184.9943679,8.549,3,25
14,1869110.55,0,37.27,3.638,185.1790167,8.521,4,1
14,2037798.88,0,48.71,3.72,185.3636656,8.521,4,8
14,1974960.86,0,53.69,3.821,185.5339821,8.521,4,15
14,2256461.39,0,53.04,3.892,185.6684673,8.521,4,22
14,1930617.64,0,66.18,3.962,185.8029526,8.521,4,29
14,2095599.93,0,58.21,4.046,185.9374378,8.521,5,6
14,2004330.3,0,60.38,4.066,186.0719231,8.521,5,13
14,1959967.8,0,62.28,4.062,185.9661154,8.521,5,20
14,2080694.24,0,69.7,3.985,185.8603077,8.521,5,27
14,2079899.47,0,76.38,3.922,185.7545,8.521,6,3
14,2132446.0,0,73.88,3.881,185.6486923,8.521,6,10
14,2082083.34,0,69.32,3.842,185.6719333,8.521,6,17
14,2069523.52,0,74.85,3.804,185.7919609,8.521,6,24
14,2074668.19,0,74.04,3.748,185.9119885,8.625,7,1
14,2063401.06,0,77.49,3.711,186.032016,8.625,7,8
14,1953544.76,0,78.47,3.76,186.1399808,8.625,7,15
14,1882070.88,0,82.33,3.811,186.2177885,8.625,7,22
14,1871021.01,0,81.31,3.829,186.2955962,8.625,7,29
14,2066020.69,0,78.22,3.842,186.3734038,8.625,8,5
14,1928773.82,0,77.0,3.812,186.4512115,8.625,8,12
14,1896873.99,0,72.98,3.747,186.5093071,8.625,8,19
14,2273470.62,0,72.55,3.704,186.5641172,8.625,8,26
14,1750891.47,0,70.63,3.703,186.6189274,8.625,9,2
14,2202742.9,1,71.48,3.738,186.6737376,8.625,9,9
14,1864637.89,0,69.17,3.742,186.8024,8.625,9,16
14,1871555.64,0,63.75,3.711,187.0295321,8.625,9,23
14,1809989.29,0,70.66,3.645,187.2566641,8.625,9,30
14,2078796.76,0,55.82,3.583,187.4837962,8.523,10,7
14,1890870.75,0,63.82,3.541,187.6917481,8.523,10,14
14,2009004.59,0,59.6,3.57,187.7846197,8.523,10,21
14,2056846.12,0,51.78,3.569,187.8774913,8.523,10,28
15,652122.44,0,19.83,2.954,131.5279032,8.35,2,5
15,682447.1,1,22.0,2.94,131.5866129,8.35,2,12
15,660838.75,0,27.54,2.909,131.637,8.35,2,19
15,564883.2,0,29.87,2.91,131.686,8.35,2,26
15,605325.43,0,31.79,2.919,131.735,8.35,3,5
15,604173.59,0,41.39,2.938,131.784,8.35,3,12
15,593710.67,0,44.69,2.96,131.8242903,8.35,3,19
15,592111.49,0,39.53,2.963,131.863129,8.35,3,26
15,718470.71,0,45.27,2.957,131.9019677,8.185,4,2
15,634605.77,0,57.77,2.992,131.9408065,8.185,4,9
15,641208.65,0,49.63,3.01,131.9809,8.185,4,16
15,643097.6,0,46.54,3.021,132.0226667,8.185,4,23
15,570791.11,0,49.09,3.042,132.0644333,8.185,4,30
15,661348.88,0,63.16,3.095,132.1062,8.185,5,7
15,594385.2,0,47.13,3.112,132.152129,8.185,5,14
15,616598.1,0,59.09,3.096,132.2230323,8.185,5,21
15,744772.88,0,70.61,3.046,132.2939355,8.185,5,28
15,693192.5,0,69.99,3.006,132.3648387,8.185,6,4
15,619337.29,0,61.04,2.972,132.4357419,8.185,6,11
15,652329.53,0,65.83,2.942,132.4733333,8.185,6,18
15,672194.03,0,72.79,2.958,132.4976,8.185,6,25
15,709337.11,0,66.13,2.958,132.5218667,8.099,7,2
15,691497.62,0,77.33,2.94,132.5461333,8.099,7,9
15,633203.69,0,72.83,2.933,132.5667742,8.099,7,16
15,598553.43,0,73.2,2.924,132.5825806,8.099,7,23
15,619224.06,0,72.04,2.932,132.5983871,8.099,7,30
15,639651.24,0,72.7,2.942,132.6141935,8.099,8,6
15,622437.08,0,72.17,2.923,132.63,8.099,8,13
15,637090.44,0,71.1,2.913,132.6616129,8.099,8,20
15,649791.15,0,65.07,2.885,132.6932258,8.099,8,27
15,638647.21,0,73.17,2.86,132.7248387,8.099,9,3
15,641965.2,1,62.36,2.837,132.7564516,8.099,9,10
15,583210.87,0,57.94,2.846,132.7670667,8.099,9,17
15,548542.47,0,62.53,2.837,132.7619333,8.099,9,24
15,566945.95,0,59.69,2.84,132.7568,8.067,10,1
15,591603.79,0,52.19,2.903,132.7516667,8.067,10,8
15,577011.26,0,49.96,2.999,132.7633548,8.067,10,15
15,600395.73,0,47.1,3.049,132.8170968,8.067,10,22
15,598301.5,0,55.09,3.055,132.8708387,8.067,10,29
15,612987.64,0,40.29,3.049,132.9245806,8.067,11,5
15,619639.74,0,39.63,3.065,132.9783226,8.067,11,12
15,608200.81,0,44.1,3.138,132.9172,8.067,11,19
15,1120018.92,1,40.71,3.186,132.8369333,8.067,11,26
15,754134.95,0,36.0,3.2,132.7566667,8.067,12,3
15,847294.04,0,23.97,3.255,132.6764,8.067,12,10
15,983825.15,0,25.3,3.301,132.6804516,8.067,12,17
15,1368318.17,0,25.07,3.309,132.7477419,8.067,12,24
15,543754.17,1,26.54,3.336,132.8150323,8.067,12,31
15,509640.77,0,30.53,3.351,132.8823226,7.771,1,7
15,479424.2,0,19.53,3.367,132.9510645,7.771,1,14
15,487311.03,0,21.84,3.391,133.0285161,7.771,1,21
15,481119.6,0,19.61,3.402,133.1059677,7.771,1,28
15,556550.85,0,20.69,3.4,133.1834194,7.771,2,4
15,582864.35,1,21.64,3.416,133.260871,7.771,2,11
15,649993.5,0,33.06,3.42,133.3701429,7.771,2,18
15,547564.09,0,20.87,3.452,133.4921429,7.771,2,25
15,573374.49,0,28.16,3.605,133.6141429,7.771,3,4
15,537035.28,0,34.27,3.752,133.7361429,7.771,3,11
15,551553.99,0,40.23,3.796,133.8492258,7.771,3,18
15,527389.28,0,32.63,3.789,133.9587419,7.771,3,25
15,542556.05,0,30.34,3.811,134.0682581,7.658,4,1
15,587370.81,0,40.94,3.895,134.1777742,7.658,4,8
15,607691.36,0,48.63,3.981,134.2784667,7.658,4,15
15,655318.26,0,41.37,4.061,134.3571,7.658,4,22
15,560764.41,0,55.46,4.117,134.4357333,7.658,4,29
15,630522.67,0,49.87,4.192,134.5143667,7.658,5,6
15,630482.91,0,57.07,4.211,134.593,7.658,5,13
15,593941.9,0,57.19,4.202,134.6803871,7.658,5,20
15,636193.24,0,65.87,4.134,134.7677742,7.658,5,27
15,695396.19,0,69.8,4.069,134.8551613,7.658,6,3
15,642679.81,0,69.86,4.025,134.9425484,7.658,6,10
15,639928.85,0,63.9,3.989,135.0837333,7.658,6,17
15,656594.95,0,69.96,3.964,135.2652667,7.658,6,24
15,674669.16,0,67.43,3.916,135.4468,7.806,7,1
15,635118.48,0,73.47,3.886,135.6283333,7.806,7,8
15,624114.56,0,73.34,3.915,135.7837419,7.806,7,15
15,607475.44,0,79.97,3.972,135.8738387,7.806,7,22
15,577511.02,0,74.67,4.004,135.9639355,7.806,7,29
15,607961.21,0,73.63,4.02,136.0540323,7.806,8,5
15,590836.37,0,70.63,3.995,136.144129,7.806,8,12
15,599488.98,0,70.41,3.942,136.183129,7.806,8,19
15,605413.17,0,69.19,3.906,136.2136129,7.806,8,26
15,649159.68,0,67.63,3.879,136.2440968,7.806,9,2
15,607593.51,1,67.59,3.93,136.2745806,7.806,9,9
15,545052.34,0,62.1,3.937,136.3145,7.806,9,16
15,545570.86,0,59.0,3.899,136.367,7.806,9,23
15,521297.31,0,64.87,3.858,136.4195,7.806,9,30
15,579068.88,0,51.24,3.775,136.472,7.866,10,7
15,537300.94,0,61.3,3.744,136.5150968,7.866,10,14
15,603318.89,0,51.67,3.757,136.5017742,7.866,10,21
15,589842.69,0,45.54,3.757,136.4884516,7.866,10,28
16,477409.3,0,19.79,2.58,189.3816974,7.039,2,5
16,472044.28,1,20.87,2.572,189.4642725,7.039,2,12
16,469868.7,0,21.13,2.55,189.5340998,7.039,2,19
16,443242.17,0,18.12,2.586,189.6018023,7.039,2,26
16,444181.85,0,27.92,2.62,189.6695049,7.039,3,5
