Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
11,2010-11-19,1292346.57,0,58.63,2.771,215.2074519,7.564
11,2010-11-26,1757242.51,1,69.9,2.735,215.0614025,7.564
11,2010-12-03,1380522.64,0,55.9,2.708,214.9153531,7.564
11,2010-12-10,1564516.43,0,53.33,2.843,214.7693037,7.564
11,2010-12-17,1843971.15,0,54.63,2.869,214.704919,7.564
11,2010-12-24,2306265.36,0,59.33,2.886,214.7017828,7.564
11,2010-12-31,1172003.1,1,55.03,2.943,214.6986466,7.564
11,2011-01-07,1178905.44,0,54.43,2.976,214.6955104,7.551
11,2011-01-14,1194449.78,0,45.34,2.983,214.7470729,7.551
11,2011-01-21,1187776.19,0,51.51,3.016,215.1268275,7.551
11,2011-01-28,1100418.69,0,51.04,3.01,215.5065821,7.551
11,2011-02-04,1422546.05,0,47.17,2.989,215.8863367,7.551
11,2011-02-11,1419236.9,1,44.61,3.022,216.2660913,7.551
11,2011-02-18,1554747.15,0,61.5,3.045,216.5843571,7.551
11,2011-02-25,1323999.36,0,68.74,3.065,216.8780275,7.551
11,2011-03-04,1399456.99,0,66.5,3.288,217.1716979,7.551
11,2011-03-11,1314557.31,0,63.29,3.459,217.4653683,7.551
11,2011-03-18,1391813.69,0,70.17,3.488,217.7235226,7.551
11,2011-03-25,1229777.24,0,73.74,3.473,217.9674705,7.551
11,2011-04-01,1258674.12,0,69.1,3.524,218.2114184,7.574
11,2011-04-08,1327401.06,0,73.57,3.622,218.4553663,7.574
11,2011-04-15,1312905.8,0,76.64,3.743,218.6788642,7.574
11,2011-04-22,1388118.53,0,78.31,3.807,218.851237,7.574
11,2011-04-29,1357589.89,0,79.97,3.81,219.0236099,7.574
11,2011-05-06,1331453.41,0,71.39,3.906,219.1959827,7.574
11,2011-05-13,1277959.42,0,80.93,3.899,219.3683556,7.574
11,2011-05-20,1239466.97,0,76.97,3.907,219.127216,7.574
11,2011-05-27,1216876.52,0,85.61,3.786,218.8860765,7.574
11,2011-06-03,1343637.0,0,86.14,3.699,218.6449369,7.574
11,2011-06-10,1314626.75,0,85.79,3.648,218.4037974,7.574
11,2011-06-17,1337506.74,0,87.9,3.637,218.3551748,7.574
11,2011-06-24,1254587.84,0,86.13,3.594,218.45094,7.574
11,2011-07-01,1297472.06,0,86.43,3.524,218.5467052,7.567
11,2011-07-08,1334627.96,0,87.17,3.48,218.6424704,7.567
11,2011-07-15,1266546.73,0,88.3,3.575,218.7275216,7.567
11,2011-07-22,1290576.44,0,87.8,3.651,218.7857881,7.567
11,2011-07-29,1212938.67,0,89.46,3.682,218.8440545,7.567
11,2011-08-05,1403198.94,0,90.04,3.684,218.9023209,7.567
11,2011-08-12,1354188.43,0,90.3,3.638,218.9605873,7.567
11,2011-08-19,1484169.74,0,89.51,3.554,219.023271,7.567
11,2011-08-26,1304706.75,0,89.09,3.523,219.0866908,7.567
11,2011-09-02,1297792.41,0,91.44,3.533,219.1501106,7.567
11,2011-09-09,1249439.95,1,84.91,3.546,219.2135305,7.567
11,2011-09-16,1270816.01,0,85.11,3.526,219.3972867,7.567
11,2011-09-23,1235775.15,0,82.14,3.467,219.7414914,7.567
11,2011-09-30,1190515.83,0,84.4,3.355,220.085696,7.567
11,2011-10-07,1346271.06,0,76.97,3.285,220.4299007,7.197
11,2011-10-14,1286388.96,0,75.56,3.274,220.7486167,7.197
11,2011-10-21,1325107.53,0,70.91,3.353,220.9144005,7.197
11,2011-10-28,1310684.1,0,72.66,3.372,221.0801842,7.197
12,2010-02-05,1100046.37,0,49.47,2.962,126.4420645,13.975
12,2010-02-12,1117863.33,1,47.87,2.946,126.4962581,13.975
12,2010-02-19,1095421.65,0,54.83,2.915,126.5262857,13.975
12,2010-02-26,1048617.17,0,50.23,2.825,126.5522857,13.975
12,2010-03-05,1077018.27,0,53.77,2.987,126.5782857,13.975
12,2010-03-12,985594.23,0,50.11,2.925,126.6042857,13.975
12,2010-03-19,972088.34,0,59.57,3.054,126.6066452,13.975
12,2010-03-26,981615.81,0,60.06,3.083,126.6050645,13.975
12,2010-04-02,1011822.3,0,59.84,3.086,126.6034839,14.099
12,2010-04-09,1041238.87,0,59.25,3.09,126.6019032,14.099
12,2010-04-16,957997.52,0,64.95,3.109,126.5621,14.099
12,2010-04-23,993833.44,0,64.55,3.05,126.4713333,14.099
12,2010-04-30,954220.22,0,67.38,3.105,126.3805667,14.099
12,2010-05-07,1043240.27,0,70.15,3.127,126.2898,14.099
12,2010-05-14,966054.97,0,68.44,3.145,126.2085484,14.099
12,2010-05-21,958374.56,0,76.2,3.12,126.1843871,14.099
12,2010-05-28,955451.16,0,67.84,3.058,126.1602258,14.099
12,2010-06-04,1049357.36,0,81.39,2.941,126.1360645,14.099
12,2010-06-11,1016039.71,0,90.84,2.949,126.1119032,14.099
12,2010-06-18,956211.2,0,81.06,3.043,126.114,14.099
12,2010-06-25,958007.69,0,87.27,3.084,126.1266,14.099
12,2010-07-02,951957.31,0,91.98,3.105,126.1392,14.18
12,2010-07-09,943506.28,0,90.37,3.1,126.1518,14.18
12,2010-07-16,916402.76,0,97.18,3.094,126.1498065,14.18
12,2010-07-23,912403.67,0,99.22,3.112,126.1283548,14.18
12,2010-07-30,913548.25,0,96.31,3.017,126.1069032,14.18
12,2010-08-06,967576.95,0,92.95,3.123,126.0854516,14.18
12,2010-08-13,928264.4,0,87.01,3.159,126.064,14.18
12,2010-08-20,948447.34,0,92.81,3.041,126.0766452,14.18
12,2010-08-27,1004516.46,0,93.19,3.129,126.0892903,14.18
12,2010-09-03,1075758.55,0,83.12,3.087,126.1019355,14.18
12,2010-09-10,903119.03,1,83.63,3.044,126.1145806,14.18
12,2010-09-17,852882.61,0,82.45,3.028,126.1454667,14.18
12,2010-09-24,851919.34,0,81.77,2.939,126.1900333,14.18
12,2010-10-01,850936.26,0,85.2,3.001,126.2346,14.313
12,2010-10-08,918335.68,0,71.82,3.013,126.2791667,14.313
12,2010-10-15,862419.84,0,75.0,2.976,126.3266774,14.313
12,2010-10-22,857883.46,0,68.85,3.014,126.3815484,14.313
12,2010-10-29,955294.7,0,61.09,3.016,126.4364194,14.313
12,2010-11-05,929690.71,0,65.49,3.129,126.4912903,14.313
12,2010-11-12,942475.24,0,57.79,3.13,126.5461613,14.313
12,2010-11-19,894493.7,0,58.18,3.161,126.6072,14.313
12,2010-11-26,1601377.41,1,47.66,3.162,126.6692667,14.313
12,2010-12-03,1069533.17,0,43.33,3.041,126.7313333,14.313
12,2010-12-10,1121934.15,0,50.01,3.203,126.7934,14.313
12,2010-12-17,1295605.35,0,52.77,3.236,126.8794839,14.313
12,2010-12-24,1768249.89,0,52.02,3.236,126.9835806,14.313
12,2010-12-31,891736.91,1,45.64,3.148,127.0876774,14.313
12,2011-01-07,910110.24,0,37.64,3.287,127.1917742,14.021
12,2011-01-14,812011.8,0,43.15,3.312,127.3009355,14.021
12,2011-01-21,802105.5,0,53.53,3.223,127.4404839,14.021
12,2011-01-28,873119.06,0,50.74,3.342,127.5800323,14.021
12,2011-02-04,1046068.17,0,45.14,3.348,127.7195806,14.021
12,2011-02-11,1086421.57,1,51.3,3.381,127.859129,14.021
12,2011-02-18,1128485.1,0,53.35,3.43,127.99525,14.021
12,2011-02-25,1046203.72,0,48.45,3.53,128.13,14.021
12,2011-03-04,1085248.21,0,51.72,3.674,128.26475,14.021
12,2011-03-11,997672.62,0,57.75,3.818,128.3995,14.021
12,2011-03-18,1009502.01,0,64.21,3.692,128.5121935,14.021
12,2011-03-25,954107.32,0,54.4,3.909,128.6160645,14.021
12,2011-04-01,1005463.49,0,63.63,3.772,128.7199355,13.736
12,2011-04-08,998362.05,0,64.47,4.003,128.8238065,13.736
12,2011-04-15,990951.77,0,57.63,3.868,128.9107333,13.736
12,2011-04-22,1016019.47,0,72.12,4.134,128.9553,13.736
12,2011-04-29,994966.1,0,68.27,4.151,128.9998667,13.736
12,2011-05-06,1021154.48,0,68.4,4.193,129.0444333,13.736
12,2011-05-13,977033.5,0,70.93,4.202,129.089,13.736
12,2011-05-20,924134.99,0,66.59,4.169,129.0756774,13.736
12,2011-05-27,964332.51,0,76.67,4.087,129.0623548,13.736
12,2011-06-03,970328.68,0,71.81,4.031,129.0490323,13.736
12,2011-06-10,996937.95,0,78.72,3.981,129.0357097,13.736
12,2011-06-17,986504.93,0,86.84,3.935,129.0432,13.736
12,2011-06-24,997282.75,0,88.95,3.898,129.0663,13.736
12,2011-07-01,961993.34,0,89.85,3.842,129.0894,13.503
12,2011-07-08,943717.38,0,89.9,3.705,129.1125,13.503
12,2011-07-15,936001.98,0,88.1,3.692,129.1338387,13.503
12,2011-07-22,922231.92,0,91.17,3.794,129.1507742,13.503
12,2011-07-29,890547.07,0,93.29,3.805,129.1677097,13.503
12,2011-08-05,988712.52,0,90.61,3.803,129.1846452,13.503
12,2011-08-12,955913.68,0,91.04,3.701,129.2015806,13.503
12,2011-08-19,966817.24,0,91.74,3.743,129.2405806,13.503
12,2011-08-26,1017593.47,0,94.61,3.74,129.2832581,13.503
12,2011-09-02,1052051.45,0,93.66,3.798,129.3259355,13.503
12,2011-09-09,922850.57,1,88.0,3.913,129.3686129,13.503
12,2011-09-16,889290.23,0,76.36,3.918,129.4306,13.503
12,2011-09-23,871692.74,0,82.95,3.789,129.5183333,13.503
12,2011-09-30,866401.45,0,83.26,3.877,129.6060667,13.503
12,2011-10-07,951244.66,0,70.44,3.827,129.6938,12.89
12,2011-10-14,927600.01,0,67.31,3.805,129.7706452,12.89
12,2011-10-21,938604.58,0,73.05,3.842,129.7821613,12.89
12,2011-10-28,990926.38,0,67.41,3.727,129.7936774,12.89
13,2010-02-05,1967220.53,0,31.53,2.666,126.4420645,8.316
13,2010-02-12,2030933.46,1,33.16,2.671,126.4962581,8.316
13,2010-02-19,1970274.64,0,35.7,2.654,126.5262857,8.316
13,2010-02-26,1817850.32,0,29.98,2.667,126.5522857,8.316
13,2010-03-05,1939980.43,0,40.65,2.681,126.5782857,8.316
13,2010-03-12,1840686.94,0,37.62,2.733,126.6042857,8.316
13,2010-03-19,1879794.89,0,42.49,2.782,126.6066452,8.316
13,2010-03-26,1882095.98,0,41.48,2.819,126.6050645,8.316
13,2010-04-02,2142482.14,0,42.15,2.842,126.6034839,8.107
13,2010-04-09,1898321.33,0,38.97,2.877,126.6019032,8.107
13,2010-04-16,1819660.44,0,50.39,2.915,126.5621,8.107
13,2010-04-23,1909330.77,0,55.66,2.936,126.4713333,8.107
13,2010-04-30,1785823.37,0,48.33,2.941,126.3805667,8.107
13,2010-05-07,2005478.46,0,44.42,2.948,126.2898,8.107
13,2010-05-14,1890273.44,0,50.15,2.962,126.2085484,8.107
13,2010-05-21,1853657.6,0,57.71,2.95,126.1843871,8.107
13,2010-05-28,1877358.86,0,53.11,2.908,126.1602258,8.107
13,2010-06-04,2022705.22,0,59.85,2.871,126.1360645,8.107
13,2010-06-11,2037880.96,0,65.24,2.841,126.1119032,8.107
13,2010-06-18,2003435.31,0,58.41,2.819,126.114,8.107
13,2010-06-25,1970340.25,0,71.83,2.82,126.1266,8.107
13,2010-07-02,2018314.71,0,78.82,2.814,126.1392,7.951
13,2010-07-09,1870843.9,0,71.33,2.802,126.1518,7.951
13,2010-07-16,1932231.05,0,77.79,2.791,126.1498065,7.951
13,2010-07-23,1907351.2,0,82.27,2.797,126.1283548,7.951
13,2010-07-30,1817887.23,0,78.94,2.797,126.1069032,7.951
13,2010-08-06,1969121.45,0,81.24,2.802,126.0854516,7.951
13,2010-08-13,1877592.55,0,74.93,2.837,126.064,7.951
13,2010-08-20,1997397.63,0,76.34,2.85,126.0766452,7.951
13,2010-08-27,1908278.27,0,75.31,2.854,126.0892903,7.951
13,2010-09-03,1911852.58,0,65.71,2.868,126.1019355,7.951
13,2010-09-10,1772143.94,1,65.74,2.87,126.1145806,7.951
13,2010-09-17,1790279.74,0,66.84,2.875,126.1454667,7.951
13,2010-09-24,1705655.09,0,68.22,2.872,126.1900333,7.951
13,2010-10-01,1765584.48,0,68.74,2.853,126.2346,7.795
13,2010-10-08,1871924.07,0,63.03,2.841,126.2791667,7.795
13,2010-10-15,1851431.06,0,54.12,2.845,126.3266774,7.795
13,2010-10-22,1796949.59,0,56.89,2.849,126.3815484,7.795
13,2010-10-29,1887895.07,0,45.12,2.841,126.4364194,7.795
13,2010-11-05,1854967.66,0,49.96,2.831,126.4912903,7.795
13,2010-11-12,1939964.63,0,42.55,2.831,126.5461613,7.795
13,2010-11-19,1925393.91,0,42.0,2.842,126.6072,7.795
13,2010-11-26,2766400.05,1,28.22,2.83,126.6692667,7.795
13,2010-12-03,2083379.89,0,25.8,2.812,126.7313333,7.795
13,2010-12-10,2461468.35,0,36.78,2.817,126.7934,7.795
13,2010-12-17,2771646.81,0,35.21,2.842,126.8794839,7.795
13,2010-12-24,3595903.2,0,34.9,2.846,126.9835806,7.795
13,2010-12-31,1675292.0,1,26.79,2.868,127.0876774,7.795
13,2011-01-07,1744544.39,0,16.94,2.891,127.1917742,7.47
13,2011-01-14,1682316.31,0,20.6,2.903,127.3009355,7.47
13,2011-01-21,1770177.37,0,34.8,2.934,127.4404839,7.47
13,2011-01-28,1633663.12,0,31.64,2.96,127.5800323,7.47
13,2011-02-04,1848186.58,0,23.35,2.974,127.7195806,7.47
13,2011-02-11,1944438.9,1,30.83,3.034,127.859129,7.47
13,2011-02-18,2003480.59,0,40.85,3.062,127.99525,7.47
13,2011-02-25,1831933.95,0,33.17,3.12,128.13,7.47
13,2011-03-04,1894960.68,0,34.23,3.23,128.26475,7.47
13,2011-03-11,1852432.58,0,41.28,3.346,128.3995,7.47
13,2011-03-18,1852443.78,0,44.69,3.407,128.5121935,7.47
13,2011-03-25,1807545.43,0,42.38,3.435,128.6160645,7.47
13,2011-04-01,1864238.64,0,42.49,3.487,128.7199355,7.193
13,2011-04-08,1887465.04,0,42.75,3.547,128.8238065,7.193
13,2011-04-15,1950994.04,0,41.72,3.616,128.9107333,7.193
13,2011-04-22,2124316.34,0,47.55,3.655,128.9553,7.193
13,2011-04-29,1895583.12,0,43.85,3.683,128.9998667,7.193
13,2011-05-06,1986380.4,0,47.75,3.744,129.0444333,7.193
13,2011-05-13,1958823.56,0,52.4,3.77,129.089,7.193
13,2011-05-20,1860923.55,0,52.12,3.802,129.0756774,7.193
13,2011-05-27,1866369.93,0,54.62,3.778,129.0623548,7.193
13,2011-06-03,1935593.87,0,52.76,3.752,129.0490323,7.193
13,2011-06-10,1997816.98,0,61.39,3.732,129.0357097,7.193
13,2011-06-17,2086433.49,0,63.35,3.704,129.0432,7.193
13,2011-06-24,2009163.08,0,66.38,3.668,129.0663,7.193
13,2011-07-01,2048035.74,0,74.29,3.613,129.0894,6.877
13,2011-07-08,2021699.38,0,77.3,3.563,129.1125,6.877
13,2011-07-15,1956813.31,0,75.59,3.553,129.1338387,6.877
13,2011-07-22,1987089.36,0,78.5,3.563,129.1507742,6.877
13,2011-07-29,1880785.69,0,77.62,3.574,129.1677097,6.877
13,2011-08-05,2076231.8,0,75.56,3.595,129.1846452,6.877
13,2011-08-12,1970341.38,0,75.95,3.606,129.2015806,6.877
13,2011-08-19,2090340.98,0,76.68,3.578,129.2405806,6.877
13,2011-08-26,2035244.54,0,81.53,3.57,129.2832581,6.877
13,2011-09-02,1953628.82,0,77.0,3.58,129.3259355,6.877
13,2011-09-09,1872921.31,1,70.19,3.619,129.3686129,6.877
13,2011-09-16,1923223.82,0,67.54,3.641,129.4306,6.877
13,2011-09-23,1847430.96,0,63.6,3.648,129.5183333,6.877
13,2011-09-30,1835662.69,0,68.28,3.623,129.6060667,6.877
13,2011-10-07,2067232.56,0,60.62,3.592,129.6938,6.392
13,2011-10-14,1929659.07,0,51.74,3.567,129.7706452,6.392
13,2011-10-21,1973544.27,0,54.66,3.579,129.7821613,6.392
13,2011-10-28,1948733.81,0,47.41,3.567,129.7936774,6.392
14,2010-02-05,2623469.95,0,27.31,2.784,181.8711898,8.992
14,2010-02-12,1704218.84,1,27.73,2.773,181.982317,8.992
14,2010-02-19,2204556.7,0,31.27,2.745,182.0347816,8.992
14,2010-02-26,2095591.63,0,34.89,2.754,182.0774691,8.992
14,2010-03-05,2237544.75,0,37.13,2.777,182.1201566,8.992
14,2010-03-12,2156035.06,0,45.8,2.818,182.1628441,8.992
14,2010-03-19,2066219.3,0,48.79,2.844,182.0779857,8.992
14,2010-03-26,2050396.27,0,54.36,2.854,181.9718697,8.992
14,2010-04-02,2495630.51,0,47.74,2.85,181.8657537,8.899
14,2010-04-09,2258781.28,0,65.45,2.869,181.7596377,8.899
14,2010-04-16,2121788.61,0,54.28,2.899,181.6924769,8.899
14,2010-04-23,2138144.91,0,53.47,2.902,181.6772564,8.899
14,2010-04-30,2082355.12,0,53.15,2.921,181.6620359,8.899
14,2010-05-07,2370116.52,0,70.75,2.966,181.6468154,8.899
14,2010-05-14,2129771.13,0,54.26,2.982,181.6612792,8.899
14,2010-05-21,2108187.1,0,62.62,2.958,181.8538486,8.899
14,2010-05-28,2227152.16,0,69.27,2.899,182.0464181,8.899
14,2010-06-04,2363601.47,0,75.93,2.847,182.2389876,8.899
14,2010-06-11,2249570.04,0,69.71,2.809,182.4315571,8.899
14,2010-06-18,2248645.59,0,72.62,2.78,182.4424199,8.899
14,2010-06-25,2246179.91,0,79.32,2.808,182.3806,8.899
14,2010-07-02,2334788.42,0,76.61,2.815,182.3187801,8.743
14,2010-07-09,2236209.13,0,82.45,2.793,182.2569603,8.743
14,2010-07-16,2130287.27,0,77.84,2.783,182.2604411,8.743
14,2010-07-23,2044155.39,0,81.46,2.771,182.3509895,8.743
14,2010-07-30,2054843.28,0,79.78,2.781,182.4415378,8.743
14,2010-08-06,2219813.5,0,77.17,2.784,182.5320862,8.743
14,2010-08-13,2052984.81,0,78.44,2.805,182.6226346,8.743
14,2010-08-20,2057138.31,0,76.01,2.779,182.6165205,8.743
14,2010-08-27,2020332.07,0,71.36,2.755,182.6104063,8.743
14,2010-09-03,2182563.66,0,78.37,2.715,182.6042922,8.743
14,2010-09-10,2191767.76,1,70.87,2.699,182.598178,8.743
14,2010-09-17,1953539.85,0,66.55,2.706,182.622509,8.743
14,2010-09-24,1879891.13,0,68.59,2.713,182.6696737,8.743
14,2010-10-01,1855703.66,0,70.58,2.707,182.7168385,8.724
14,2010-10-08,2091663.2,0,56.49,2.764,182.7640032,8.724
14,2010-10-15,1932162.63,0,58.61,2.868,182.8106203,8.724
14,2010-10-22,1936621.09,0,53.15,2.917,182.8558685,8.724
14,2010-10-29,1984768.34,0,61.3,2.921,182.9011166,8.724
14,2010-11-05,2078417.47,0,45.65,2.917,182.9463648,8.724
14,2010-11-12,2092189.06,0,46.14,2.931,182.9916129,8.724
14,2010-11-19,1968462.58,0,50.02,3.0,182.8989385,8.724
14,2010-11-26,2921709.71,1,46.15,3.039,182.7832769,8.724
14,2010-12-03,2258489.63,0,40.93,3.046,182.6676154,8.724
14,2010-12-10,2600519.26,0,30.54,3.109,182.5519538,8.724
14,2010-12-17,2762861.41,0,30.51,3.14,182.517732,8.724
14,2010-12-24,3818686.45,0,30.59,3.141,182.54459,8.724
14,2010-12-31,1623716.46,1,29.67,3.179,182.5714479,8.724
14,2011-01-07,1864746.1,0,34.32,3.193,182.5983058,8.549
14,2011-01-14,1699095.9,0,24.78,3.205,182.6585782,8.549
14,2011-01-21,1743188.87,0,30.55,3.229,182.9193368,8.549
14,2011-01-28,1613718.38,0,24.05,3.237,183.1800955,8.549
14,2011-02-04,1995891.87,0,28.73,3.231,183.4408542,8.549
14,2011-02-11,1980405.03,1,30.3,3.239,183.7016129,8.549
14,2011-02-18,2019031.67,0,40.7,3.245,183.9371353,8.549
14,2011-02-25,1875708.88,0,35.78,3.274,184.1625632,8.549
14,2011-03-04,2041215.61,0,38.65,3.433,184.3879911,8.549
14,2011-03-11,1931104.67,0,45.01,3.582,184.613419,8.549
14,2011-03-18,1932491.42,0,46.66,3.631,184.809719,8.549
14,2011-03-25,1879451.23,0,41.76,3.625,184.9943679,8.549
14,2011-04-01,1869110.55,0,37.27,3.638,185.1790167,8.521
14,2011-04-08,2037798.88,0,48.71,3.72,185.3636656,8.521
14,2011-04-15,1974960.86,0,53.69,3.821,185.5339821,8.521
14,2011-04-22,2256461.39,0,53.04,3.892,185.6684673,8.521
14,2011-04-29,1930617.64,0,66.18,3.962,185.8029526,8.521
14,2011-05-06,2095599.93,0,58.21,4.046,185.9374378,8.521
14,2011-05-13,2004330.3,0,60.38,4.066,186.0719231,8.521
14,2011-05-20,1959967.8,0,62.28,4.062,185.9661154,8.521
14,2011-05-27,2080694.24,0,69.7,3.985,185.8603077,8.521
14,2011-06-03,2079899.47,0,76.38,3.922,185.7545,8.521
14,2011-06-10,2132446.0,0,73.88,3.881,185.6486923,8.521
14,2011-06-17,2082083.34,0,69.32,3.842,185.6719333,8.521
14,2011-06-24,2069523.52,0,74.85,3.804,185.7919609,8.521
14,2011-07-01,2074668.19,0,74.04,3.748,185.9119885,8.625
14,2011-07-08,2063401.06,0,77.49,3.711,186.032016,8.625
14,2011-07-15,1953544.76,0,78.47,3.76,186.1399808,8.625
14,2011-07-22,1882070.88,0,82.33,3.811,186.2177885,8.625
14,2011-07-29,1871021.01,0,81.31,3.829,186.2955962,8.625
14,2011-08-05,2066020.69,0,78.22,3.842,186.3734038,8.625
14,2011-08-12,1928773.82,0,77.0,3.812,186.4512115,8.625
14,2011-08-19,1896873.99,0,72.98,3.747,186.5093071,8.625
14,2011-08-26,2273470.62,0,72.55,3.704,186.5641172,8.625
14,2011-09-02,1750891.47,0,70.63,3.703,186.6189274,8.625
14,2011-09-09,2202742.9,1,71.48,3.738,186.6737376,8.625
14,2011-09-16,1864637.89,0,69.17,3.742,186.8024,8.625
14,2011-09-23,1871555.64,0,63.75,3.711,187.0295321,8.625
14,2011-09-30,1809989.29,0,70.66,3.645,187.2566641,8.625
14,2011-10-07,2078796.76,0,55.82,3.583,187.4837962,8.523
14,2011-10-14,1890870.75,0,63.82,3.541,187.6917481,8.523
14,2011-10-21,2009004.59,0,59.6,3.57,187.7846197,8.523
14,2011-10-28,2056846.12,0,51.78,3.569,187.8774913,8.523
15,2010-02-05,652122.44,0,19.83,2.954,131.5279032,8.35
15,2010-02-12,682447.1,1,22.0,2.94,131.5866129,8.35
15,2010-02-19,660838.75,0,27.54,2.909,131.637,8.35
15,2010-02-26,564883.2,0,29.87,2.91,131.686,8.35
15,2010-03-05,605325.43,0,31.79,2.919,131.735,8.35
15,2010-03-12,604173.59,0,41.39,2.938,131.784,8.35
15,2010-03-19,593710.67,0,44.69,2.96,131.8242903,8.35
15,2010-03-26,592111.49,0,39.53,2.963,131.863129,8.35
15,2010-04-02,718470.71,0,45.27,2.957,131.9019677,8.185
15,2010-04-09,634605.77,0,57.77,2.992,131.9408065,8.185
15,2010-04-16,641208.65,0,49.63,3.01,131.9809,8.185
15,2010-04-23,643097.6,0,46.54,3.021,132.0226667,8.185
15,2010-04-30,570791.11,0,49.09,3.042,132.0644333,8.185
15,2010-05-07,661348.88,0,63.16,3.095,132.1062,8.185
15,2010-05-14,594385.2,0,47.13,3.112,132.152129,8.185
15,2010-05-21,616598.1,0,59.09,3.096,132.2230323,8.185
15,2010-05-28,744772.88,0,70.61,3.046,132.2939355,8.185
15,2010-06-04,693192.5,0,69.99,3.006,132.3648387,8.185
15,2010-06-11,619337.29,0,61.04,2.972,132.4357419,8.185
15,2010-06-18,652329.53,0,65.83,2.942,132.4733333,8.185
15,2010-06-25,672194.03,0,72.79,2.958,132.4976,8.185
15,2010-07-02,709337.11,0,66.13,2.958,132.5218667,8.099
15,2010-07-09,691497.62,0,77.33,2.94,132.5461333,8.099
15,2010-07-16,633203.69,0,72.83,2.933,132.5667742,8.099
15,2010-07-23,598553.43,0,73.2,2.924,132.5825806,8.099
15,2010-07-30,619224.06,0,72.04,2.932,132.5983871,8.099
15,2010-08-06,639651.24,0,72.7,2.942,132.6141935,8.099
15,2010-08-13,622437.08,0,72.17,2.923,132.63,8.099
15,2010-08-20,637090.44,0,71.1,2.913,132.6616129,8.099
15,2010-08-27,649791.15,0,65.07,2.885,132.6932258,8.099
15,2010-09-03,638647.21,0,73.17,2.86,132.7248387,8.099
15,2010-09-10,641965.2,1,62.36,2.837,132.7564516,8.099
15,2010-09-17,583210.87,0,57.94,2.846,132.7670667,8.099
15,2010-09-24,548542.47,0,62.53,2.837,132.7619333,8.099
15,2010-10-01,566945.95,0,59.69,2.84,132.7568,8.067
15,2010-10-08,591603.79,0,52.19,2.903,132.7516667,8.067
15,2010-10-15,577011.26,0,49.96,2.999,132.7633548,8.067
15,2010-10-22,600395.73,0,47.1,3.049,132.8170968,8.067
15,2010-10-29,598301.5,0,55.09,3.055,132.8708387,8.067
15,2010-11-05,612987.64,0,40.29,3.049,132.9245806,8.067
15,2010-11-12,619639.74,0,39.63,3.065,132.9783226,8.067
15,2010-11-19,608200.81,0,44.1,3.138,132.9172,8.067
15,2010-11-26,1120018.92,1,40.71,3.186,132.8369333,8.067
15,2010-12-03,754134.95,0,36.0,3.2,132.7566667,8.067
15,2010-12-10,847294.04,0,23.97,3.255,132.6764,8.067
15,2010-12-17,983825.15,0,25.3,3.301,132.6804516,8.067
15,2010-12-24,1368318.17,0,25.07,3.309,132.7477419,8.067
15,2010-12-31,543754.17,1,26.54,3.336,132.8150323,8.067
15,2011-01-07,509640.77,0,30.53,3.351,132.8823226,7.771
15,2011-01-14,479424.2,0,19.53,3.367,132.9510645,7.771
15,2011-01-21,487311.03,0,21.84,3.391,133.0285161,7.771
15,2011-01-28,481119.6,0,19.61,3.402,133.1059677,7.771
15,2011-02-04,556550.85,0,20.69,3.4,133.1834194,7.771
15,2011-02-11,582864.35,1,21.64,3.416,133.260871,7.771
15,2011-02-18,649993.5,0,33.06,3.42,133.3701429,7.771
15,2011-02-25,547564.09,0,20.87,3.452,133.4921429,7.771
15,2011-03-04,573374.49,0,28.16,3.605,133.6141429,7.771
15,2011-03-11,537035.28,0,34.27,3.752,133.7361429,7.771
15,2011-03-18,551553.99,0,40.23,3.796,133.8492258,7.771
15,2011-03-25,527389.28,0,32.63,3.789,133.9587419,7.771
15,2011-04-01,542556.05,0,30.34,3.811,134.0682581,7.658
15,2011-04-08,587370.81,0,40.94,3.895,134.1777742,7.658
15,2011-04-15,607691.36,0,48.63,3.981,134.2784667,7.658
15,2011-04-22,655318.26,0,41.37,4.061,134.3571,7.658
15,2011-04-29,560764.41,0,55.46,4.117,134.4357333,7.658
15,2011-05-06,630522.67,0,49.87,4.192,134.5143667,7.658
15,2011-05-13,630482.91,0,57.07,4.211,134.593,7.658
15,2011-05-20,593941.9,0,57.19,4.202,134.6803871,7.658
15,2011-05-27,636193.24,0,65.87,4.134,134.7677742,7.658
15,2011-06-03,695396.19,0,69.8,4.069,134.8551613,7.658
15,2011-06-10,642679.81,0,69.86,4.025,134.9425484,7.658
15,2011-06-17,639928.85,0,63.9,3.989,135.0837333,7.658
15,2011-06-24,656594.95,0,69.96,3.964,135.2652667,7.658
15,2011-07-01,674669.16,0,67.43,3.916,135.4468,7.806
15,2011-07-08,635118.48,0,73.47,3.886,135.6283333,7.806
15,2011-07-15,624114.56,0,73.34,3.915,135.7837419,7.806
15,2011-07-22,607475.44,0,79.97,3.972,135.8738387,7.806
15,2011-07-29,577511.02,0,74.67,4.004,135.9639355,7.806
15,2011-08-05,607961.21,0,73.63,4.02,136.0540323,7.806
15,2011-08-12,590836.37,0,70.63,3.995,136.144129,7.806
15,2011-08-19,599488.98,0,70.41,3.942,136.183129,7.806
15,2011-08-26,605413.17,0,69.19,3.906,136.2136129,7.806
